title,price_monthly,bedrooms,sqft,unit_type_clean,location_clean,market_area,description,extreme_low_price_flag,scraped_at,url
Newly Built 1-Bedroom Walk-Up Basement Unit in Richmond Hill,1750,1.0,700,Basement,"Oak Ridges, Richmond Hill•",York,"Newly built 1-Bedroom Walk-Up Basement Unit - Backs Onto Golf Course|Richmond Hill-Oak Ridges| Bathurst & King Be the first to live in this newly built 1-bedroom walk-up independent basement unit, ...",0,2026-02-11 22:13:51.029266,https://www.kijiji.ca/v-apartments-condos/markham-york-region/newly-built-1-bedroom-walk-up-basement-unit-in-richmond-hill/1733021762
"1208 - 9205 YONGE STREET Richmond Hill (Langstaff), Ontario",2350,3.0,,,Richmond Hill (Langstaff)•,York,"'Beverly Hills Resort' Residence, Large 1Br + Den, 644 Sf, 9' High Ceiling, Upgraded Kitchen Cabinets, S/S 4 Appliances, Granite Kitchen Countertop, Granite Breakfast Bar, Master Bedroom With Large ...",0,2026-02-11 22:13:52.515117,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1208-9205-yonge-street-richmond-hill-langstaff-ontario/1733009641
Room for rent on upper floor. owned  bathroom. Avail asap,900,1.0,400,House,"Cedar Wood, Markham•",York,"This large, clean, room for rent in Markham/steeles has its own bathroom, big window on upper floor. Requirements: first and last month rent, credit and background check, employment letter and ...",0,2026-02-11 22:14:02.184498,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-on-upper-floor-owned-bathroom-avail-asap/1731640215
Richmond Hill one bedroom one den one bathroom,1490,1.5,1400,Basement,"Mill Pond, Richmond Hill•",York,Quiet clean new one bedroom one den one bathroom Yonge and Elginmills Richmond Hill. No Kids in the house. Separate entrance and laundry. Open the kitchen marble coverd. 5 New steel electrical ...,0,2026-02-11 22:13:50.270801,https://www.kijiji.ca/v-apartments-condos/markham-york-region/richmond-hill-one-bedroom-one-den-one-bathroom/1733032644
Richmond Hill; 1 bedroom basement apartment (Yonge & HWY7),1700,1.0,600,Basement,"South Richvale, Richmond Hill•",York,"Bright beautifully designed; spacious one bedroom apartment **Suitable for one professional person**, with separate entrance in the Yonge & HWY 7 area. Available now. Private washer, dryer, full ...",0,2026-02-11 22:14:02.212714,https://www.kijiji.ca/v-apartments-condos/markham-york-region/richmond-hill-1-bedroom-basement-apartment-yonge-hwy7/1732893398
"2 bedrooms apartment for rent in  Steeles/Middlefiel,Markham",1850,2.0,1000,Apartment,"Middlefield, Markham•",York,"Renovated 2BR basement apartment in a high-demand location. Across from Walmart on Steeles, steps to TTC, close to shopping and groceries. Clean, bright, with windows. New kitchen with quartz ...",0,2026-02-11 22:14:04.241697,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedrooms-apartment-for-rent-in-steeles-middlefiel-markham/1732866842
"W2001 - 185 MILLWAY DRIVE Vaughan (Vaughan Corporate Centre), On",2875,2.0,,Condo,"Vaughan Corporate Business Centre, Vaughan (Vaughan Corporate Centre)•",York,"Welcome to this contemporary 2-bedroom, 2-bathroom condo, situated in the heart of Vaughan. Perfectly located just steps from the Vaughan Metropolitan Centre (VMC) and only minutes to Highways 407, ...",0,2026-02-11 22:13:52.412208,https://www.kijiji.ca/v-apartments-condos/markham-york-region/w2001-185-millway-drive-vaughan-vaughan-corporate-centre-on/1733010786
"1908 - 30 UPPER MALL WAY Vaughan (Brownridge), Ontario",2350,2.0,,,"Brownridge, Vaughan (Brownridge)•",York,Welcome to the Promenade Park Towers! This home has the perfect layout combining both functionality and space. The den provides additional room with built in sliding glass doors to compliment the two ...,0,2026-02-11 22:14:03.611057,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1908-30-upper-mall-way-vaughan-brownridge-ontario/1732876782
"FOR RENT: Spacious 1+ Walk-Out Basement Apart, in Prime Location",1850,1.0,850,Basement,"Raymerville, Markham•",York,"Large 1 Bedroom + Walk-Out Basement Apartment - Markham Bright, spacious apartment with private separate entrance in a quiet residential neighbourhood. Features * 1 bedroom layout * Large open ...",0,2026-02-11 22:13:59.65084,https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent:-spacious-1-walk-out-basement-apart-in-prime-location/1731889543
"28 CREDIT LANE Richmond Hill (Jefferson), Ontario",3800,4.0,,Townhouse,"Jefferson, Richmond Hill (Jefferson)•",York,Beautiful 3-storey townhouse located on Bayview in the highly desirable Jefferson community in Richmond Hill. Modern Design W/ Open Concept. Kitchen With Central Island. 10 ft Ceiling on Main and 9 ...,0,2026-02-11 22:13:56.543164,https://www.kijiji.ca/v-apartments-condos/markham-york-region/28-credit-lane-richmond-hill-jefferson-ontario/1732964974
1 Bedroom Legal Bsmt apartment for rent in Newmarket,1500,1.0,500,Apartment,"Newmarket, Newmarket•",York,"Freshly painted, lots of natural lighting during the day and in the evening all the pot lighting keeps the apartment very well lit up. Separate entrance and 1 parking spot. Perfect for single, ...",0,2026-02-11 22:13:58.94051,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-legal-bsmt-apartment-for-rent-in-newmarket/1732937986
Large 3 bed house,2850,3.0,1100,House,"Crosby, Richmond Hill•",York,"FOR RENT...at Bayview and Major Mac. RICHMOND HILL ->Very Bright and spacious 3 Bedroom house, fully renovated main floor. ->Full kitchen appliances. Fresh paint and new lights. ->Comes with fenced ...",0,2026-02-11 22:13:56.171497,https://www.kijiji.ca/v-apartments-condos/markham-york-region/large-3-bed-house/1732974581
"106 - 11 ONEIDA CRESCENT Richmond Hill (Langstaff), Ontario",2000,0.0,,,"Langstaff, Richmond Hill (Langstaff)•",York,"Rarely Offered Fully Furnished Bachelor In The Best Area Of Richmond Hill Conveniently Located Close To Richmond Hill Center, All Major Shopping Stores, Yonge, Hwy 7. This Unit Comes With All The ...",0,2026-02-11 22:14:03.935894,https://www.kijiji.ca/v-apartments-condos/markham-york-region/106-11-oneida-crescent-richmond-hill-langstaff-ontario/1732876221
New 1 Bedroom Basement | Private Entrance | Parking + Internet |,1550,1.0,500,Basement,"Rouge Woods, Richmond Hill•",York,"Welcome to this brand new 1-bedroom basement apartment in a quiet, family-friendly neighborhood in Richmond Hill. With a private walk-up entrance, modern finishes, and great natural light, this space ...",0,2026-02-11 22:13:52.992005,https://www.kijiji.ca/v-apartments-condos/markham-york-region/new-1-bedroom-basement-private-entrance-parking-internet/1731609351
Brand new 1 bed / 1 bathroom / 452 Sq. Ft. near wonderland,1800,1.0,452,Condo,"Vaughan Corporate Business Centre, Vaughan•",York,"Condominium at 8 Interchange Wy, Vaughan 1 bed / 1 bathroom $ 1,850 / month 452 Sq. Ft. 1 bedroom, Gallery Description: Brand New Building (going through final construction stages) – 1 Bedroom / 1 ...",0,2026-02-11 22:14:02.407335,https://www.kijiji.ca/v-apartments-condos/markham-york-region/brand-new-1-bed-1-bathroom-452-sq-ft-near-wonderland/1732887031
"1210 - 350 RED MAPLE ROAD Richmond Hill (Langstaff), Ontario",2650,2.0,,Condo,"Langstaff, Richmond Hill (Langstaff)•",York,"Beautiful 2 bedroom, 2 bath corner condo unit w/lots of sunshine and breathtaking sunsets! Open concept. Walk-in closet in prime bedroom, 1parking spot and large locker. Mins to planned subway, ...",0,2026-02-11 22:14:03.523974,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1210-350-red-maple-road-richmond-hill-langstaff-ontario/1732875817
A house for rent in Newmarket,3500,3.0,2000,House,"Newmarket, Newmarket•",York,"A house for rent for $3500 plus 2/3 utility including dishwasher, laundry, family room separate, close to everything such as shopping centre, grocery stores, hospital, cinema, drug stores, schools, ...",0,2026-02-11 22:13:59.471504,https://www.kijiji.ca/v-apartments-condos/markham-york-region/a-house-for-rent-in-newmarket/1732928796
1 BR + DEN CONDO FOR RENT - VAUGHAN - JANE AND HIGHWAY 7,2100,1.5,595,Condo,"Vaughan Corporate Business Centre, Vaughan•",York,"Beautiful, Bright and modern ready to move-in suite. -1 Bedroom + spacious Den. Offering a thoughtfully designed open-concept layout with floor-to-ceiling windows. -Den can easily function as a ...",0,2026-02-11 22:14:02.104962,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-br-den-condo-for-rent-vaughan-jane-and-highway-7/1730123272
Nice Bedroom for Rent,850,1.0,499,House,"Doncrest, Richmond Hill•",York,"Located at the south end of Richmond Hill (Hwy 7 & Leslie), this spacious and well-maintained house offers three fully furnished bedrooms to choose from. Rent starts at the advertised price. You may ...",0,2026-02-11 22:13:48.423019,https://www.kijiji.ca/v-apartments-condos/markham-york-region/nice-bedroom-for-rent/1733047432
"LOWEL BASEMENT - 14 CONDARCURI CRESCENT W Markham (Box Grove), O",1900,2.0,,Basement,"Box Grove, Markham (Box Grove)•",York,"Absolutely Stunning & Gorgeous Home, Box Grove Community, Markham. Approximately 1200 Sqft Finished Basement 2 Bedroom,1 Washroom Bsmt Fully Open concept, laminate Floor, Counter Top,,1Parking Space, ...",0,2026-02-11 22:13:52.256187,https://www.kijiji.ca/v-apartments-condos/markham-york-region/lowel-basement-14-condarcuri-crescent-w-markham-box-grove-o/1733010604
"15 MARY ELIZABETH CRESCENT Markham (Buttonville), Ontario",2400,3.0,,Basement,"Buttonville, Markham (Buttonville)•",York,"This spacious basement home boasts a generous living area and a family-sized kitchen. Nestled in a serene neighborhood, you're just walking distance from parks, public transit, restaurants and ...",0,2026-02-11 22:14:03.642209,https://www.kijiji.ca/v-apartments-condos/markham-york-region/15-mary-elizabeth-crescent-markham-buttonville-ontario/1732877868
1 Bedroom Condo next to Fairview Mall - Low Rent - Move in now!,2100,1.0,600,Condo,"Box Grove, Markham•",York,Move in anytime in February / March! Welcome to the luxury ULTRA tower at 2015 Sheppard Avenue East Facing south - unobstructed view of CN Tower / Downtown. Quick walk over to Don Mills TTC ...,0,2026-02-11 22:14:01.860058,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-next-to-fairview-mall-low-rent-move-in-now/1732904869
"46 ELM GROVE AVENUE S Richmond Hill (Oak Ridges), Ontario",2990,4.0,,House,"Oak Ridges, Richmond Hill (Oak Ridges)•",York,"Detached bungalow located in a very desirable area.***Pet-friendly. ***Smoking permitted.The main floor offers two bedrooms,area.Pet-friendly. Smoking permitted.The main floor offers two bedrooms, a ...",0,2026-02-11 22:13:59.764512,https://www.kijiji.ca/v-apartments-condos/markham-york-region/46-elm-grove-avenue-s-richmond-hill-oak-ridges-ontario/1732920451
1 Bedroom plus den - Richmond Hill,2300,1.5,650,Condo,"North Richvale, Richmond Hill•",York,"Availability for March 1st, 650 square feet, 1 bedroom plus den, 1 bathroom. Located at the Grand Palace on Yonge Street in Richmond Hill, steps from public transit, 1 underground parking spot ...",0,2026-02-11 22:14:04.098875,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-plus-den-richmond-hill/1732313038
"RARELY AVAILABLE: Sun-Filled SE Corner Unit | Parking, Locker",2300,1.0,600,Condo,"Rouge Woods, Richmond Hill•",York,"✨ THE VALUE (Unbeatable Inclusions) Utilities Included: Heat, Water, A/C, and Hydro (capped at a generous $150/mo!) Parking & Storage: 1 Underground Parking Spot + 1 Locker included in rent. THE ...",0,2026-02-11 22:13:54.097819,https://www.kijiji.ca/v-apartments-condos/markham-york-region/rarely-available:-sun-filled-se-corner-unit-parking-locker/1732079957
"93 THORNBUSH BOULEVARD Brampton (Northwest Brampton), Ontario",1850,2.0,,Basement,Mississauga / Peel Region•,Peel,"Gorgeous 2 Bedroom, 2 Washroom Legal Basement Apartment With lookout Separate Double Door Entrance, Available Immediately For Rent. Very Bright With Large Windows Ensuite Laundry. Laminate ...",0,2026-02-11 22:13:53.801282,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/93-thornbush-boulevard-brampton-northwest-brampton-ontario/1725160304
"53 FRONTENAC CRESCENT Brampton (Fletcher's Meadow), Ontario",3000,4.0,,Basement,"Mount Pleasant North, Brampton (Fletcher's Meadow)•",Peel,"Stunning Mattamy-built corner lot home featuring 3 bedrooms, a spacious open-concept basement den that can be used as a bedroom, and 4 bathrooms. This premium layout is filled with natural light and ...",0,2026-02-11 22:14:03.160462,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/53-frontenac-crescent-brampton-fletchers-meadow-ontario/1732876516
1 Bedroom + 1 Washroom + 2 Parking Basement for Rent in Brampton,1100,1.0,550,Townhouse,"Brampton West, Brampton•",Peel,"Available immediately or from March 1st 1 Bedroom Basement Apartment with 2 Car Parking Located In The Heart Of Brampton (Main and Bovaird) Right Beside Walmart & BLS, Closer To Go Transit And Public ...",0,2026-02-11 22:13:50.122398,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-1-washroom-2-parking-basement-for-rent-in-brampton/1733035078
1 Bedroom + Den at SQ1 Mississauga,2400,1.5,700,Condo,"Core, Mississauga / Peel Region•",Peel,"For rent: 1 bedroom plus den at Square 1 Mississauga Key features: • In-unit laundry • 1 car parking and locker included • Modern stainless steel appliances (fridge, stove, microwave) • Walkout ...",0,2026-02-11 22:13:57.017083,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-den-at-sq1-mississauga/1732961610
"43-4360 EBENEZER ROAD Brampton (Bram East), Ontario",2900,3.0,,Townhouse,Mississauga / Peel Region•,Peel,"Newly built stacked townhome for lease in a highly convenient location close to shopping, dining, transit, and major highways. This bright, open-concept unit features a private balcony ideal for ...",0,2026-02-11 22:14:04.36477,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/43-4360-ebenezer-road-brampton-bram-east-ontario/1730177095
"BSMT - 175 ECCLESTONE DRIVE Brampton (Brampton West), Ontario",1399,1.0,,Basement,"Brampton West, Mississauga / Peel Region•",Peel,Welcome to this bright and well-maintained 1-bedroom basement apartment located in the highly sought-after community of Brampton West. This unit features a spacious open-concept living room and ...,0,2026-02-11 22:14:00.693846,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/bsmt-175-ecclestone-drive-brampton-brampton-west-ontario/1730226062
RENOVATED 3BD 1 Bathroom in PRIME ETOBICOKE,2975,3.0,1200,Apartment,Mississauga / Peel Region•,Peel,"RENOVATED 3BD 1 Bathroom in PRIME ETOBICOKE Princess Garden Apartments at 35 Warrender Avenue is conveniently located steps from parks and transit. Amenities include parcel lockers, 24-hour onsite ...",0,2026-02-11 22:13:56.79043,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/renovated-3bd-1-bathroom-in-prime-etobicoke/1729751748
"36 - 650 ATWATER AVENUE Mississauga (Mineola), Ontario",2700,2.0,,Townhouse,"Mineola, Mississauga (Mineola)•",Peel,"Walk Into This Stunning, Freshly painted through out 2 Bdrm Urban Townhome By Dellwood Park Located Minutes To The Vibrancy Of Port Credit, Lake & Trails. Large Unit W/Loads Of Windows Allowing For ...",0,2026-02-11 22:14:00.083609,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/36-650-atwater-avenue-mississauga-mineola-ontario/1732920363
Rathburn Apartments - 3 Bedroom available at 2121 Rathburn Road,2895,3.0,1100,Apartment,Mississauga / Peel Region•,Peel,"1 Month Free + No Last Month's Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/mississauga-on/rathburn-apartments/ Our residents enjoy the luxury of an outdoor, heated swimming ...",0,2026-02-11 22:14:04.340371,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/rathburn-apartments-3-bedroom-available-at-2121-rathburn-road/1730178541
"Apartment for Rent at 920 Inverhouse, Mississauga Apartments",2649,2.0,938,Apartment,"Clarkson - Lorne Park, Mississauga•",Peel,"E. & O.E. conditions apply. Promotions subject to change or be cancelled at any time without notice or penalty. Views, images, square footage, and virtual tours may be a representation of similar ...",0,2026-02-11 22:13:50.578548,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/apartment-for-rent-at-920-inverhouse-mississauga-apartments/1733028174
"(UPPER) - 15 BABY POINTE TRAIL Brampton (Northwest Brampton), On",2799,3.0,,House,Mississauga / Peel Region•,Peel,"Beautiful 3 bedroom 2.5 washroom generous size semi detached house available for lease in mount pleasant area of Brampton. Close to GO station. 3 good size bedrooms, primary with 4 pc ensuite, living ...",0,2026-02-11 22:13:53.726058,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/upper-15-baby-pointe-trail-brampton-northwest-brampton-on/1730320269
Aquitaine Avenue - One Bedroom Suites for Rent,2259,1.0,,Apartment,Mississauga•,Peel,"Limited-time offer: Enjoy 2 months of free rent!* Plus, enjoy all utilities included. *Select suites only. Some conditions apply. Prices and specifications subject to change without notice. Errors ...",0,2026-02-11 22:14:04.309977,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/aquitaine-avenue-one-bedroom-suites-for-rent/1731489227
3 Bed House for Rent,2700,3.0,1800,House,"Mount Pleasant Village, Brampton•",Peel,"Available from April 1, 2025 onwards. 3 Bed | 1.5 Bath | 3 Car Parking Location: Brampton - Mount Pleasant (Bovaird & Chingcousey) Lease in the prime area of Mount Pleasant, Brampton! Beautifully ...",0,2026-02-11 22:13:58.527944,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bed-house-for-rent/1732948917
"1 Bed +1 Den In the Heart of Mississauga for Rent, By Owner",2050,1.5,650,Condo,"Fairview, Mississauga•",Peel,NO AGENT - MIDDLE MAN - BY OWNER Premium Executive 1+1 Condo in the Heart of Mississauga – Steps to City Hall & Square One Experience urban living at its finest. This bright and spacious 1-Bedroom + ...,0,2026-02-11 22:13:49.914342,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bed-1-den-in-the-heart-of-mississauga-for-rent-by-owner/1733038871
legal one bedroom basement for rent in Brampton east,1700,1.0,650,Basement,"Bram East, Mississauga / Peel Region•",Peel,"Well maintained one bedroom basement, separate entrance from backyard, separate laundry, nothing is shared. 3 min walk to bus stop 5 mins drive to Costco and Walmart 2 mins to 5 mins drive to Indian ...",0,2026-02-11 22:13:50.606417,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-one-bedroom-basement-for-rent-in-brampton-east/1730094230
416 - 50 MISSISSAUGA VALLEY BOULEVARD Mississauga (Mississauga V,2800,3.0,,Condo,Mississauga / Peel Region•,Peel,"Welcome to 50 Mississauga Valley Blvd #413 - A bright and spacious 3-bedroom, 2-bath condo offering nearly 1,300 sq ft of stylish, carpet-free living in the heart of Mississauga. This unit features a ...",0,2026-02-11 22:14:00.689579,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/416-50-mississauga-valley-boulevard-mississauga-mississauga-v/1730226145
A bright Spacious one bed room basement for rent in Etobicoke,1650,1.0,450,Basement,"Smithfield, Mississauga / Peel Region•",Peel,"Available - $1650 All inclusive one bright and Spacious Bedroom basement for rent in Etobicoke, close to Sunny Food Mart and Nofrills. Preferably for decent couple or two working. All utilities and ...",0,2026-02-11 22:13:59.183324,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/a-bright-spacious-one-bed-room-basement-for-rent-in-etobicoke/1732932342
Room for rent(Mississauga),980,1.0,,House,"Fairview, Mississauga / Peel Region•",Peel,"Room for Rent in Mississauga ⚠️⚠️No parking available⚠️⚠️ ⚠️⚠️shared washroom ⚠️⚠️ Rent: $980/single occupancy only Fully furnished Room available for March 1st, 2026 All utilities are included ...",0,2026-02-11 22:14:04.103324,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/room-for-rent-mississauga/1732870185
2 bedroom basement for rent the fire and Ebenezer,1800,2.0,600,Basement,"Bram East, Mississauga / Peel Region•",Peel,2 bedroom basement for rent near the gore rd and Ebenezer rd Separate entrance Separate laundry,0,2026-02-11 22:14:02.285413,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-the-fire-and-ebenezer/1732891606
"Fully renovated 1 bedroom bsmt Apt. $1550/M, Bovaird & Kennedy",1550,1.0,600,Basement,"Lakelands Village, Brampton•",Peel,"Modern, legal bsmt unit, fully renovated, no carpet, large windows, $1550/mos, includes all utilities, long term rental, must be employed with good credit. Convenient central Brampton location, near ...",0,2026-02-11 22:13:50.645428,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/fully-renovated-1-bedroom-bsmt-apt-1550-m-bovaird-kennedy/1733028527
"Beautiful & furnished 2BDRM Condo near Square One, Mississauga",2980,2.0,1000,Condo,"Core, Mississauga•",Peel,"Modern living in the heart of Mississauga! Bright, spacious and tastefully decorated corner unit with large wrap-around windows. Two spacious bedrooms with queen size bed. Two full washrooms. ...",0,2026-02-11 22:13:51.2468,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/beautiful-furnished-2bdrm-condo-near-square-one-mississauga/1732370971
1 bed 1 bath condo for rent in Mississauga,2195,1.0,602,Condo,"Core, Mississauga•",Peel,"395 Square One Dr 2002, Mississauga This brand-new 1+1 condo in the heart of downtown Mississauga offers a sleek, modern living space designed for both comfort and convenience. Featuring an ...",0,2026-02-11 22:13:58.850725,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bed-1-bath-condo-for-rent-in-mississauga/1732940819
Two bedroom basement for rent,1900,2.0,1300,Basement,"Caledon, Mississauga / Peel Region•",Peel,Two bedroom basement for rent in downtown Bolton area. Walking distance to all amenities. Hwy 50 and King street intersection. Rent plus 40% utilities,0,2026-02-11 22:13:49.839265,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/two-bedroom-basement-for-rent/1733040357
111 - 5170 WINSTON CHURCHILL BOULEVARD W Mississauga (Churchill,2500,2.0,,Apartment,"Churchill Meadows, Mississauga (Churchill Meadows)•",Peel,"Excellent Location And Condition!! Beautiful Ground Level Corner Apartment That Has An Oversized Interlock Terrace And A Private Entrance, Large Kitchen With Breakfast Bar, Freshly painted, New ...",0,2026-02-11 22:13:52.490812,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/111-5170-winston-churchill-boulevard-w-mississauga-churchill/1733010181
"63, 73 & 120 Widdicombe Hill Blvd. - Two Bedroom Apartment Apart",2525,2.0,1100,Apartment,Mississauga / Peel Region•,Peel,"Spacious, superbly maintained residences on beautifully landscaped grounds. Your hydro is metered separately so that you only pay for what you use! All apartments have in-suite storage rooms, large ...",0,2026-02-11 22:13:50.72998,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/63-73-120-widdicombe-hill-blvd-two-bedroom-apartment-apart/1691275309
1 Bedroom + Den Condo in Central Mississauga for Rent,2200,1.5,672,Condo,"Uptown, Mississauga•",Peel,"Beautiful north view from the 20th floor, north facing unit. Bright, modern and open concept layout with one bedroom plus generous sized den, living room with walk-out to balcony and floor to ceiling ...",0,2026-02-11 22:13:54.212579,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-den-condo-in-central-mississauga-for-rent/1732995270
"BSMT, ROOM #2 - 3735 PEARLSTONE DRIVE Mississauga (Churchill Mea",830,2.0,,Basement,"Churchill Meadows, Mississauga / Peel Region•",Peel,"EXCELLENT KEPT 1 BEDROOM BASEMENT APARTMENT WITH ITS OWN 3 PC BATH, SEPARATE ENTRANCE, INTERNET AND UTILITIES ARE INCLUDED; FURNISHED,(BACKYARD AND COLDROOM-NOT INCLUDED), CARPET FREE,BEAUTIFUL AND ...",0,2026-02-11 22:13:58.221356,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/bsmt-room-2-3735-pearlstone-drive-mississauga-churchill-mea/1730271862
"BSMT - 18 LINKDALE ROAD Brampton (Brampton North), Ontario",1995,3.0,,Basement,"Brampton North, Brampton (Brampton North)•",Peel,"Legal Basement! Renovated W/ High-End Finishes! Huge 4 Level Side Split! 3 Bedroom, 2 Bath, 2Br On Main Floor, 3rd Br In Bsmt. Spacious Basement With Lots Of Natural Lights. Separate Laundry. You ...",0,2026-02-11 22:14:03.309414,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/bsmt-18-linkdale-road-brampton-brampton-north-ontario/1732876165
Basement For Rent -Mississauga,2200,2.0,1300,Basement,"Hurontario, Mississauga•",Peel,Newly Rennovated 2 Bed Room Bassment Apartment -Utilities Included -1 Parking featuers -Two Bed Rooms -Well Maintained -All utilities included -One parking Space Rent $2200 /Monthly Lease term : one ...,0,2026-02-11 22:13:50.080701,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent-mississauga/1731640363
1 Bedroom Apartment for Rent - 351 The West Mall,2442,1.0,746,Apartment,Mississauga / Peel Region•,Peel,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 932-0100 Welcome to 351 The West Mall located in the ...",0,2026-02-11 22:13:54.575616,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-apartment-for-rent-351-the-west-mall/1721198367
"Rooms, Basement and Storage space for Rent – affordable",700,2.0,2844,House,"Fletcher's Meadow, Brampton•",Peel,"Rooms, Basement and Storage space for Rent – affordable *** Range from CA$ 700 to 950 *** Kitchen and large dining room ***Available as soon as possible 3 Rooms in a House - from CA$ 700 to $950 3 ...",0,2026-02-11 22:13:52.631188,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/rooms-basement-and-storage-space-for-rent-affordable/1733012112
2 Bedroom Basement for Lease in Mississauga.,2299,2.0,999,Basement,"Hurontario, Mississauga•",Peel,"Beautiful, Newly built Spacious 2 Bedroom Basement for Rent in the Heart of Mississauga. Close to Square One, Hwy 403 and all amenities. Ideal for Working Professional Couple or small family. Tenant ...",0,2026-02-11 22:13:59.371359,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-lease-in-mississauga/1732931667
"UPPER - 2615 WINDJAMMER ROAD Mississauga (Erin Mills), Ontario",2700,3.0,,House,Mississauga / Peel Region•,Peel,"Well Maintained 3 Bedrooms, the Upper of 5 Level Back Split Semi-Detached Home, Separate Entrance & Laundry Room with the Lower Level, Sun-filled Bedroom and Living room, Shared Great Size Backyard, ...",0,2026-02-11 22:14:00.905987,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/upper-2615-windjammer-road-mississauga-erin-mills-ontario/1731522130
"Apartment for Rent at 920 Inverhouse, Mississauga Apartments",1999,1.0,746,Apartment,Mississauga / Peel Region•,Peel,"E. & O.E. conditions apply. Promotions subject to change or be cancelled at any time without notice or penalty. Views, images, square footage, and virtual tours may be a representation of similar ...",0,2026-02-11 22:14:00.629018,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/apartment-for-rent-at-920-inverhouse-mississauga-apartments/1731524687
"3603 - 4011 BRICKSTONE MEWS Mississauga (Creditview), Ontario",2025,1.0,,,"Core, Mississauga / Peel Region•",Peel,"Client RemarksOne Of The Most Popular Buildings In Mississauga City Centre. Sun-Filled And Spacious One Bedroom You Call Home. Stores And Restaurants Downstairs. Close To Central Library, Celebration ...",0,2026-02-11 22:13:48.950643,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3603-4011-brickstone-mews-mississauga-creditview-ontario/1731666654
"9 FLAHERTY LANE Caledon, Ontario",22500,5.0,,,"Caledon, Oakville / Halton Region•",Peel,"Welcome to 9 Flaherty Lane, a breathtaking custom estate available for lease in one of Caledon's most prestigious enclaves. Set on 10.6 acres and backing onto 50 acres of conservation land, this ...",0,2026-02-11 22:13:58.029012,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/9-flaherty-lane-caledon-ontario/1731572504
2 Large Bedroom Apartment for Rent - 95 Charolais Boulevard,2349,2.0,1013,Apartment,Brampton•,Peel,"Welcome to Brampton Towers, located at 95 Charolais Boulevard, Brampton, ON, in the vibrant heart of the city. Enjoy exceptional convenience with Shoppers World Mall just steps away, offering a ...",0,2026-02-11 22:13:54.314468,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-large-bedroom-apartment-for-rent-95-charolais-boulevard/1732280863
